#Table1
objid,u,g,r,i,z
1237668678843959637,24.35242,23.26601,22.17666,21.66549,21.12682
1237668678843959643,24.54716,23.35043,22.5113,21.74133,22.28643
1237668678843959644,25.05081,23.46009,22.41662,22.19552,22.38345
1237668678843959647,23.8693,23.70349,22.58619,22.3454,21.72734
1237668678843959648,22.97569,23.12761,22.81292,22.92147,22.00243
1237668678843959649,24.98892,23.494,22.01844,22.7097,21.40515
1237668678843959652,22.98046,23.97911,22.46102,22.16652,22.29737
1237668678843959660,24.77272,24.34939,22.85336,22.11092,21.73233
1237668678843959663,23.14338,23.23368,22.46899,22.21984,22.04405
1237668678843959672,24.31766,24.71701,22.80783,22.63648,23.32977
1237668678843959676,25.16199,24.49238,22.79444,21.80731,21.33691
1237668678843959677,25.63316,23.81514,22.95959,22.17473,22.16167
1237668678843959679,24.40069,23.79631,22.72758,22.08786,21.65359
1237668678843959680,23.86446,23.73107,22.35317,21.77541,21.19096
1237668678843959681,23.95942,23.37188,22.60524,22.00647,21.42007
1237668678843959685,24.75327,25.31248,22.93501,24.09421,22.13848
1237668678843959688,25.36579,23.88317,22.50071,22.28049,22.16858
1237668678843959696,25.1583,23.72638,22.62666,22.37325,22.68926
1237668678843959697,25.02573,23.7567,22.48096,21.37965,20.76586
1237668678843959708,23.20956,23.84961,22.67529,22.20715,22.30774
1237668678843959710,24.17319,23.71405,21.79366,20.30202,19.51865
1237668678843959713,24.21644,24.062,22.92469,22.78603,22.23681
1237668678843959716,23.74284,23.42791,22.35374,22.0714,21.54004
1237668678843959735,24.00541,22.91125,22.26486,22.10711,22.0903
1237668678843959743,24.18836,23.3045,22.35786,21.99285,22.3137
1237668678843959744,25.35741,23.71864,22.61145,22.06688,21.30156
1237668678843959748,24.13501,23.88444,23.13531,22.26206,22.58057
1237668678843959749,24.11105,23.47214,22.97506,22.62126,22.77559
1237668678843959756,25.36241,23.70845,22.11197,20.52497,19.67204
1237668678843959765,24.92466,24.44816,22.59842,22.61233,22.3264
1237668678843959768,24.72975,23.58138,22.73503,22.33955,21.588
1237668678843959776,23.80067,23.82637,22.64349,21.75594,21.83199
1237668678843959777,24.11793,24.93953,24.22122,22.14574,21.33611
1237668678843959780,24.4333,23.40426,22.5198,21.95148,21.40238
1237668678843959781,23.26561,23.35203,22.49776,22.41215,20.99569
1237668678843959784,23.94472,23.72748,22.59456,22.49707,21.16204
1237668678843959786,24.83367,24.27312,22.87544,22.45434,22.21968
1237668678843959787,23.12634,23.72745,22.73382,22.90514,23.1342
1237668678843959788,25.13128,24.07355,22.61567,22.18934,21.86272
1237668678843959791,25.5133,24.0785,22.43492,21.87219,21.65134
1237668678843959795,23.50531,24.34813,23.06244,22.80249,22.26123
1237668678843959817,24.14476,23.37782,22.47152,22.31242,21.74838
1237668678843959821,23.80969,24.59084,22.57636,22.6729,21.94577
1237668678843959824,25.22464,24.55411,22.83119,22.76831,22.13425
1237668678843959842,23.06606,23.74578,22.65754,21.80833,22.12737
1237668678843959846,25.8709,23.49831,22.49323,22.09679,22.24089
1237668678843959847,23.47159,23.55783,22.79376,23.90431,21.794
1237668678843959853,25.65137,23.8172,22.79581,22.69857,23.11146
1237668678843959864,23.27339,23.40472,22.1649,20.51957,19.77366
1237668678843959868,25.58743,23.71545,22.31972,21.10725,20.56642
1237668678843959874,23.23193,23.561,22.12862,22.19916,21.4987
1237668678843959877,24.67451,23.59282,22.89137,22.73661,21.91746
1237668678843959923,24.5975,23.17214,22.27479,21.95836,21.85682
1237668678843959931,24.14138,23.39921,22.43966,22.06001,21.69214
1237668678843959971,24.2414,23.77072,23.33716,21.98882,21.72438
1237668678843959986,24.15012,24.60032,24.00451,22.1622,21.44692
1237668678843959992,24.20295,25.06933,23.45061,22.01165,23.29886
1237668678843959993,23.67504,23.92372,23.42857,22.26746,21.27146
1237668678843959994,23.83713,24.27858,23.46619,21.93652,21.22873
1237668678843960011,24.41553,24.46941,23.09787,22.06212,22.04233
1237668678843960023,24.65872,24.87031,23.19851,21.75665,21.31085
1237668678843960027,24.66569,23.97334,23.11201,21.50636,20.97713
1237668678843960029,25.0774,24.40603,22.93468,22.13578,23.18481
1237668678843960034,25.67852,24.46083,23.63751,22.1716,21.32797
1237668678843960037,24.14375,24.43877,24.37989,21.98816,21.24062
1237668678843960044,25.30115,25.1953,24.0188,22.14043,21.31675
1237668678843960048,24.1916,24.22627,23.04761,21.73311,21.69394
