# No	Ref	V	BV	UB	N
# --	---	-	--	--	-
1726	457	9.28	+0.514		1
1726	1387	9.29	+0.54	+0.03	3
1756	124	14.11	+1.37	+1.23	11
1756	132	14.10	+1.37		1
1756	442	14.20	+1.37		2
1762	3	8.25	+0.361	+0.11	3
1762	25	8.27	+0.36	+0.11	5
1766	3	9.12	+0.470	+0.07	2
1766	25	9.13	+0.47	+0.07	4
1766	345	9.15	+0.47	+0.02	1
1776	25	10.91	+0.72	+0.22	2
1776	132	10.94	+0.72		4
1776	345	10.95	+0.72	+0.21	1
1776	1044	10.88	+0.73		1
1785	124	14.29	+1.40	+1.31	10
1785	442	14.54	+1.54		1
1794	25	10.36	+0.64	+0.13	2
1794	144	10.40	+0.62		1
1797	3	10.09	+0.558	+0.07	2
1797	25	10.11	+0.56	+0.07	2
1823	3	5.44	-0.072	-0.32	7
1823	25	5.45	-0.07	-0.32	9
1823	1091	5.45	-0.07	-0.32	9
1823	1137	5.44	-0.07		7
1823	1138	5.43	-0.05	-0.31	1
1827	132	14.87	+1.47		2
1829	345	8.52	+0.82	+0.43	1
1856	3	10.02	+0.556	+0.09	2
1856	25	10.02	+0.56	+0.09	4
1876	3	6.94	+0.125	+0.09	4
1876	25	6.95	+0.12	+0.09	8
1883	25	12.60	+1.06	+0.71	2
1883	132	12.66	+1.03		19
1883	1051	12.64	+1.07	+0.75	3
1883	1051	12.64	+1.07	+0.75	3
1912	25	9.05	+0.49	+0.02	2
1924	3	10.34	+0.614	+0.13	2
1924	25	10.33	+0.62	+0.13	4
1924	144	10.33	+0.61		1
1993	3	8.36	+0.284	+0.13	2
1993	25	8.37	+0.29	+0.13	4
1993	1044	8.39	+0.26		1
2016	25	13.52	+1.22	+1.15	1
2016	132	13.55	+1.22		3
2016	304	13.61	+1.22		3
2027	25	10.91	+0.86	+0.50	2
2027	132	10.94	+0.86		2
2027	144	10.92	+0.85		1
2027	312	10.89	+0.85		2
2034	25	12.57	+0.99	+0.64	1
2034	132	12.65	+0.96		3
2034	1051	12.51	+1.04	+0.35	2
2034	1051	12.51	+1.04	+0.35	2
2082	25	13.98	+1.33	+1.26	1
2082	132	13.91	+1.35		1
2082	304	13.97	+1.35		1
2087	186	6.47	+0.42	+0.04	2
2106	25	11.53	+0.86	+0.46	2
2106	144	11.54	+0.87		1
2126	25	11.64	+0.86	+0.48	2
2126	132	11.71	+0.85		2
2144	132	15.31	+1.45		1
2147	25	10.83	+0.80	+0.34	2
2147	1044	10.87	+0.82		1
2168	3	3.62	-0.085	-0.36	4
2168	25	3.64	-0.08	-0.36	4
2168	230	3.62	-0.08	-0.36	1
2168	871	3.65	-0.095		2
2168	1091	3.62	-0.09	-0.36	7
2172	25	10.44	+0.62	+0.09	2
2172	144	10.44	+0.62		1
2181	3	5.08	-0.078	-0.28	6
2181	25	5.09	-0.08	-0.28	8
2181	230	5.00	-0.08	-0.28	1
2181	574	5.06	-0.08	-0.40	6
2181	1062	5.255	-0.035	-0.206	1
2181	1091	5.09	-0.08	-0.28	8
2181	1123	5.16	-0.02	-0.14	2
2193	132	14.23	+1.37		1
2193	1051	14.18	+1.47		1
2193	1051	14.18	+1.47		1
2195	3	8.11	+0.22	+0.13	1
2195	25	8.12	+0.22	+0.10	8
2199	25	14.31	+1.13		1
2199	1043	14.38	+1.08		1
2208	124	14.42	+1.37	+1.18	13
2208	132	14.42	+1.36		9
2208	304	14.46	+1.36		6
2208	442	14.59	+1.47		2
2209	25	14.38	+1.47		1
2209	132	14.48	+1.37		1
2220	3	7.51	+0.097	+0.11	2
2220	25	7.52	+0.10	+0.11	6
2244	25	12.67	+1.04	+0.62	2
2244	132	12.58	+0.99		6
2244	304	12.63	+0.99		3
2263	3	6.59	-0.028	-0.12	3
2263	25	6.60	-0.03	-0.12	7
2263	566	6.62	-0.03	-0.12	2
2278	25	10.83	+0.86	+0.46	2
2278	132	10.96	+0.87		1
2278	312	10.92	+0.88		1
2284	25	11.35	+0.78	+0.38	3
2287	25	15.72	+1.15	+0.98	1
2289	3	7.96	+0.175	+0.13	3
2289	25	7.97	+0.18	+0.13	7
2311	25	11.36	+0.83	+0.39	1
2311	312	11.35	+0.82		1
2341	25	10.87	+0.71	+0.24	2
2341	144	10.93	+0.72		1
2345	3	9.08	+0.434	+0.02	2
2345	25	9.10	+0.44	+0.02	4
2366	25	11.53	+0.82	+0.36	2
2366	144	11.49	+0.82		1
2368	1051	14.02	+1.34		1
2406	25	11.10	+0.76	+0.26	3
2407	25	12.29	+1.10	+0.96	2
2407	132	12.19	+0.95		1
2407	1043	12.28	+0.98	+0.68	3
2411	304	14.19	+1.64		3
2411	1043	14.18	+1.59	+1.04	4
2415	25	8.10	+0.22	+0.13	6
2425	3	6.16	-0.052	-0.19	2
2425	25	6.17	-0.05	-0.19	4
2425	1091	6.17	-0.05	-0.19	4
2462	25	11.55	+0.83	+0.46	1
2462	312	11.49	+0.84		1
2484	3	9.14	+0.162	+0.15	2
2484	25	9.16	+0.16	+0.15	2
2484	50	9.17	+0.169	+0.14	1
2484	487	9.159	+0.164	+0.132	4
2488	3	7.53	+0.077	+0.08	3
2488	25	7.54	+0.08	+0.08	7
2506	25	10.23	+0.60	+0.08	2
2507	25	6.74	+0.06	-0.06	2
2548	132	14.02	+1.33		1
2548	271	14.04	+1.35		8
2588	25	13.10	+1.22	+0.94	2
2588	124	13.25	+1.16	+0.985	3
2588	132	13.36	+1.18		5
2588	271	13.22	+1.17		9
2591	1051	13.279	+1.233	+0.924	1
2601	132	15.01	+1.53		5
2601	304	14.96	+1.50		2
2601	312	14.97	+1.58		1
2601	1043	15.09	+1.56		3
2602	132	15.49	+1.63		2
2602	304	15.49	+1.63		2
2644	25	11.03	+0.73	+0.25	2
2644	124	11.07	+0.74	+0.27	4
2644	144	11.09	+0.77		1
2655	132	15.46	+1.29		1
2665	25	11.36	+0.83	+0.44	1
2690	3	7.41	+0.134	+0.12	3
2690	25	7.42	+0.13	+0.12	7
2741	25	12.60	+1.00	+0.80	1
2741	132	12.65	+1.01		3
2741	304	12.69	+1.01		1
2786	25	10.31	+0.60	+0.07	2
2866	3	6.92	+0.086	+0.03	2
2866	25	6.93	+0.09	+0.03	6
2870	25	12.45	+1.07	+0.89	3
2870	132	12.51	+1.01		1
2880	25	11.75	+0.86	+0.37	2
2881	25	11.48	+0.95	+0.56	2
2881	132	11.57	+0.96		2
2881	312	11.56	+0.98		1
2908	132	13.45	+1.13		2
2908	1043	13.41	+1.15	+0.92	3
2927	25	13.92	+1.25	+1.05	1
2927	132	13.97	+1.26		2
2927	271	13.87	+1.25		10
2927	1051	13.80	+1.34		1
2940	132	13.98	+1.32		1
2966	132	14.86	+1.50		3
2966	304	14.90	+1.50		3
2984	25	12.37	+1.00	+0.85	1
2984	132	12.41	+1.00		1
3010	186	6.79	+0.16	+0.14	2
3019	25	13.45	+1.19	+0.97	1
3019	132	13.53	+1.21		4
3030	25	13.96	+1.40	+1.16	1
3030	132	14.08	+1.38		2
3030	144	14.03	+1.39		1
3030	1043	14.02	+1.35	+1.18	3
3031	3	8.81	+0.384	+0.05	2
3031	25	8.83	+0.38	+0.05	4
3034	25	11.76	+0.46	+0.09	3
3063	25	13.52	+1.17	+1.00	1
3063	132	13.54	+1.17		3
3063	304	13.60	+1.17		3
3063	1043	13.44	+1.16	+0.88	3
3065	1051	12.97	+1.39		2
3069	25	13.85	+1.12	+0.96	1
3096	25	12.15	+1.00	+0.66	2
3096	132	12.09	+0.93		1
3097	25	10.97	+0.74	+0.25	2
3104	25	13.41	+1.29	+1.10	1
3104	132	13.47	+1.27		3
3122	25	11.92	+0.73	+0.19	1
3163	25	12.69	+0.98	+0.64	1
3163	132	12.77	+1.01		3
3179	25	10.04	+0.56	+0.05	2
3187	25	13.12	+1.16	+1.04	1
3187	132	13.15	+1.16		1
3187	271	13.18	+1.20		48
3197	25	12.26	+1.10	+0.89	3
3197	132	12.10	+1.07		1
3197	1051	12.04	+1.15	+0.73	2
3241	25	13.78	+0.57	+0.06	3
3301	25	9.55	+0.51	+0.01	2
3302	25	8.84	+0.36	+0.02	2
